words@lgp1960m	@lgp1960m	121.086	121.415	Наоборот
words@lgp1960m	@lgp1960m	121.415	121.744	устыдиться
words@lgp1960m	@lgp1960m	121.744	122.073	надо
words@lgp1960m	@lgp1960m	122.073	122.402	/
words@lgp1960m	@lgp1960m	122.402	122.731	когда
words@lgp1960m	@lgp1960m	122.731	123.06	грузинских
words@lgp1960m	@lgp1960m	123.06	123.389	хор
words@lgp1960m	@lgp1960m	123.389	123.718	так
words@lgp1960m	@lgp1960m	123.718	124.047	поёт
words@lgp1960m	@lgp1960m	124.047	124.376	"Бородино"
words@lgp1960m	@lgp1960m	124.376	124.705	/
words@lgp1960m	@lgp1960m	124.705	125.034	а
words@lgp1960m	@lgp1960m	125.034	125.363	у
words@lgp1960m	@lgp1960m	125.363	125.692	нас
words@lgp1960m	@lgp1960m	125.692	126.021	/
words@lgp1960m	@lgp1960m	126.021	126.35	значит
words@lgp1960m	@lgp1960m	126.35	126.679	/
words@lgp1960m	@lgp1960m	126.679	127.008	тут
words@lgp1960m	@lgp1960m	127.008	127.337	какие-то
words@lgp1960m	@lgp1960m	127.337	127.666	разлады
words@lgp1960m	@lgp1960m	127.666	127.995	из-за
words@lgp1960m	@lgp1960m	127.995	128.324	облитого
words@lgp1960m	@lgp1960m	128.324	128.653	неполным
words@lgp1960m	@lgp1960m	128.653	128.982	стаканом
words@lgp1960m	@lgp1960m	128.982	129.311	воды
words@lgp1960m	@lgp1960m	129.311	129.64	пиджака
words@lgp1960m	@lgp1960m	129.64	129.969	депутата
words@lgp1960m	@lgp1960m	129.969	130.298	Госдумы
words@lgp1960m	@lgp1960m	130.298	130.627	от
words@lgp1960m	@lgp1960m	130.627	130.956	КПРФ
words@lgp1960m	@lgp1960m	130.956	131.285	/
words@lgp1960m	@lgp1960m	131.285	131.614	/
words@lgp1960m	@lgp1960m	131.614	131.943	Как-нибудь
words@lgp1960m	@lgp1960m	131.943	132.272	/
words@lgp1960m	@lgp1960m	132.272	132.601	может
words@lgp1960m	@lgp1960m	132.601	132.93	/
words@lgp1960m	@lgp1960m	132.93	133.259	переживём
words@lgp1960m	@lgp1960m	133.259	133.588	всё-таки
words@lgp1960m	@lgp1960m	133.588	133.917	/
words@lgp1960m	@lgp1960m	133.917	134.246	такие
words@lgp1960m	@lgp1960m	134.246	134.575	невзгоды
words@lgp1960m	@lgp1960m	134.575	134.904	/
words@lgp1960m	@lgp1960m	134.904	135.233	российско-грузинских
words@lgp1960m	@lgp1960m	135.233	135.562	отношений
words@lgp1960m	@lgp1960m	135.562	136.012	?
words@lgp1960m	@lgp1960m	145.537	145.848	Ну
words@lgp1960m	@lgp1960m	145.848	146.159	оно
words@lgp1960m	@lgp1960m	146.159	146.47	у
words@lgp1960m	@lgp1960m	146.47	146.781	меня
words@lgp1960m	@lgp1960m	146.781	147.092	очень
words@lgp1960m	@lgp1960m	147.092	147.403	фрагментарное
words@lgp1960m	@lgp1960m	147.403	147.714	/
words@lgp1960m	@lgp1960m	147.714	148.025	потому
words@lgp1960m	@lgp1960m	148.025	148.336	что
words@lgp1960m	@lgp1960m	148.336	148.647	/
words@lgp1960m	@lgp1960m	148.647	148.958	что
words@lgp1960m	@lgp1960m	148.958	149.269	я
words@lgp1960m	@lgp1960m	149.269	149.58	бывал
words@lgp1960m	@lgp1960m	149.58	149.891	?
words@lgp1960m	@lgp1960m	149.891	150.202	/
words@lgp1960m	@lgp1960m	150.202	150.513	Я
words@lgp1960m	@lgp1960m	150.513	150.824	невьянские
words@lgp1960m	@lgp1960m	150.824	151.135	иконы
words@lgp1960m	@lgp1960m	151.135	151.446	у
words@lgp1960m	@lgp1960m	151.446	151.757	Ройзмана
words@lgp1960m	@lgp1960m	151.757	152.068	смотрел
words@lgp1960m	@lgp1960m	152.068	152.379	/
words@lgp1960m	@lgp1960m	152.379	152.69	фильмы
words@lgp1960m	@lgp1960m	152.69	153.001	/
words@lgp1960m	@lgp1960m	153.001	153.312	какие-то
words@lgp1960m	@lgp1960m	153.312	153.623	снимал
words@lgp1960m	@lgp1960m	153.623	153.934	/
words@lgp1960m	@lgp1960m	153.934	154.245	здесь
words@lgp1960m	@lgp1960m	154.245	154.556	эпизод
words@lgp1960m	@lgp1960m	154.556	154.867	/
words@lgp1960m	@lgp1960m	154.867	155.178	там
words@lgp1960m	@lgp1960m	155.178	155.489	эпизод
words@lgp1960m	@lgp1960m	155.489	155.8	/
words@lgp1960m	@lgp1960m	155.8	156.111	тут
words@lgp1960m	@lgp1960m	156.111	156.422	с
words@lgp1960m	@lgp1960m	156.422	156.733	Ивановым
words@lgp1960m	@lgp1960m	156.733	157.044	снимал
